OPE001;06/05/2024 13:20;06/05/2024 15:12;USER003;COMPRA02;1;-12;FINALIZADO
OPE001;06/05/2024 13:15;06/05/2024 15:35;USER002;COMPRA01;2;-201;FINALIZADO
OPE001;06/05/2024 13:05;06/05/2024 15:13;USER002;COMPRA02;3;-47;CORRECTO
OPE001;06/05/2024 13:30;06/05/2024 15:40;USER003;COMPRA01;4;-179;ERROR
OPE001;06/05/2024 13:59;06/05/2024 15:10;USER002;COMPRA02;5;-110;FINALIZADO
OPE001;06/05/2024 13:37;06/05/2024 15:01;USER002;COMPRA01;6;213;ERROR
OPE001;06/05/2024 13:52;06/05/2024 15:51;USER003;COMPRA02;7;-129;ERROR
OPE001;06/05/2024 13:26;06/05/2024 15:00;USER002;COMPRA01;8;-17;CORRECTO
OPE001;06/05/2024 13:17;06/05/2024 15:42;USER001;COMPRA02;9;26;FINALIZADO
OPE001;06/05/2024 13:41;06/05/2024 15:48;USER003;COMPRA01;10;54;CORRECTO
