OPE004;04/03/2024 13:50;04/03/2024 15:35;USER002;COMPRA02;1;-27;CORRECTO
OPE004;04/03/2024 13:47;04/03/2024 15:46;USER001;COMPRA01;2;232;CORRECTO
OPE004;04/03/2024 13:38;04/03/2024 15:54;USER001;COMPRA02;3;235;CORRECTO
OPE004;04/03/2024 13:41;04/03/2024 15:23;USER001;COMPRA01;4;-103;ERROR
OPE004;04/03/2024 13:50;04/03/2024 15:39;USER002;COMPRA02;5;-67;FINALIZADO
OPE004;04/03/2024 13:20;04/03/2024 15:45;USER002;COMPRA01;6;117;CORRECTO
OPE004;04/03/2024 13:09;04/03/2024 15:19;USER002;COMPRA02;7;205;CORRECTO
OPE004;04/03/2024 13:37;04/03/2024 15:55;USER003;COMPRA01;8;-100;CORRECTO
OPE004;04/03/2024 13:48;04/03/2024 15:58;USER003;COMPRA02;9;-93;FINALIZADO
OPE004;04/03/2024 13:41;04/03/2024 15:14;USER001;COMPRA01;10;-62;ERROR
