OPE003;08/04/2024 13:51;08/04/2024 15:18;USER003;COMPRA02;1;189;ERROR
OPE003;08/04/2024 13:15;08/04/2024 15:19;USER001;COMPRA01;2;214;ERROR
OPE003;08/04/2024 13:24;08/04/2024 15:52;USER001;COMPRA02;3;-86;CORRECTO
OPE003;08/04/2024 13:10;08/04/2024 15:04;USER001;COMPRA01;4;-222;CORRECTO
OPE003;08/04/2024 13:12;08/04/2024 15:23;USER001;COMPRA02;5;-197;FINALIZADO
OPE003;08/04/2024 13:07;08/04/2024 15:18;USER001;COMPRA01;6;-22;FINALIZADO
OPE003;08/04/2024 13:18;08/04/2024 15:16;USER002;COMPRA02;7;164;FINALIZADO
OPE003;08/04/2024 13:18;08/04/2024 15:29;USER003;COMPRA01;8;198;ERROR
OPE003;08/04/2024 13:09;08/04/2024 15:29;USER003;COMPRA02;9;138;ERROR
OPE003;08/04/2024 13:37;08/04/2024 15:49;USER002;COMPRA01;10;-67;CORRECTO
