OPE002;22/07/2024 13:22;22/07/2024 15:29;USER003;COMPRA02;1;-16;ERROR
OPE002;22/07/2024 13:05;22/07/2024 15:06;USER001;COMPRA01;2;-52;CORRECTO
OPE002;22/07/2024 13:13;22/07/2024 15:32;USER001;COMPRA02;3;84;CORRECTO
OPE002;22/07/2024 13:04;22/07/2024 15:22;USER003;COMPRA01;4;139;CORRECTO
OPE002;22/07/2024 13:20;22/07/2024 15:55;USER002;COMPRA02;5;-10;ERROR
OPE002;22/07/2024 13:14;22/07/2024 15:09;USER001;COMPRA01;6;98;FINALIZADO
OPE002;22/07/2024 13:52;22/07/2024 15:22;USER003;COMPRA02;7;-25;FINALIZADO
OPE002;22/07/2024 13:24;22/07/2024 15:14;USER001;COMPRA01;8;64;CORRECTO
OPE002;22/07/2024 13:54;22/07/2024 15:24;USER003;COMPRA02;9;-29;FINALIZADO
OPE002;22/07/2024 13:53;22/07/2024 15:30;USER003;COMPRA01;10;24;FINALIZADO
