OPE002;01/02/2024 13:01;01/02/2024 15:36;USER002;COMPRA02;1;-186;CORRECTO
OPE002;01/02/2024 13:19;01/02/2024 15:58;USER003;COMPRA01;2;45;FINALIZADO
OPE002;01/02/2024 13:57;01/02/2024 15:31;USER003;COMPRA02;3;87;CORRECTO
OPE002;01/02/2024 13:07;01/02/2024 15:29;USER002;COMPRA01;4;-199;CORRECTO
OPE002;01/02/2024 13:32;01/02/2024 15:14;USER003;COMPRA02;5;112;ERROR
OPE002;01/02/2024 13:50;01/02/2024 15:15;USER003;COMPRA01;6;-143;ERROR
OPE002;01/02/2024 13:35;01/02/2024 15:55;USER001;COMPRA02;7;199;FINALIZADO
OPE002;01/02/2024 13:52;01/02/2024 15:35;USER002;COMPRA01;8;-227;FINALIZADO
OPE002;01/02/2024 13:15;01/02/2024 15:46;USER002;COMPRA02;9;-222;FINALIZADO
OPE002;01/02/2024 13:44;01/02/2024 15:57;USER003;COMPRA01;10;-14;CORRECTO
