OPE004;06/03/2024 13:12;06/03/2024 15:30;USER003;COMPRA02;1;-150;FINALIZADO
OPE004;06/03/2024 13:46;06/03/2024 15:08;USER001;COMPRA01;2;182;ERROR
OPE004;06/03/2024 13:05;06/03/2024 15:38;USER003;COMPRA02;3;-155;CORRECTO
OPE004;06/03/2024 13:51;06/03/2024 15:41;USER003;COMPRA01;4;211;CORRECTO
OPE004;06/03/2024 13:06;06/03/2024 15:44;USER002;COMPRA02;5;215;CORRECTO
OPE004;06/03/2024 13:23;06/03/2024 15:18;USER002;COMPRA01;6;-129;CORRECTO
OPE004;06/03/2024 13:17;06/03/2024 15:32;USER003;COMPRA02;7;-185;CORRECTO
OPE004;06/03/2024 13:04;06/03/2024 15:22;USER002;COMPRA01;8;92;CORRECTO
OPE004;06/03/2024 13:58;06/03/2024 15:32;USER002;COMPRA02;9;-109;FINALIZADO
OPE004;06/03/2024 13:16;06/03/2024 15:58;USER002;COMPRA01;10;113;CORRECTO
