OPE004;08/05/2024 13:54;08/05/2024 15:00;USER002;COMPRA02;1;63;ERROR
OPE004;08/05/2024 13:44;08/05/2024 15:31;USER002;COMPRA01;2;178;ERROR
OPE004;08/05/2024 13:35;08/05/2024 15:03;USER003;COMPRA02;3;219;CORRECTO
OPE004;08/05/2024 13:29;08/05/2024 15:43;USER003;COMPRA01;4;-188;CORRECTO
OPE004;08/05/2024 13:02;08/05/2024 15:09;USER002;COMPRA02;5;135;FINALIZADO
OPE004;08/05/2024 13:09;08/05/2024 15:02;USER003;COMPRA01;6;4;CORRECTO
OPE004;08/05/2024 13:05;08/05/2024 15:00;USER003;COMPRA02;7;124;FINALIZADO
OPE004;08/05/2024 13:59;08/05/2024 15:47;USER002;COMPRA01;8;-100;ERROR
OPE004;08/05/2024 13:26;08/05/2024 15:45;USER001;COMPRA02;9;-71;ERROR
OPE004;08/05/2024 13:14;08/05/2024 15:20;USER002;COMPRA01;10;-197;FINALIZADO
