OPE003;26/04/2024 13:48;26/04/2024 15:36;USER003;COMPRA02;1;170;CORRECTO
OPE003;26/04/2024 13:34;26/04/2024 15:44;USER001;COMPRA01;2;-165;ERROR
OPE003;26/04/2024 13:38;26/04/2024 15:20;USER003;COMPRA02;3;227;CORRECTO
OPE003;26/04/2024 13:09;26/04/2024 15:30;USER003;COMPRA01;4;222;FINALIZADO
OPE003;26/04/2024 13:18;26/04/2024 15:27;USER003;COMPRA02;5;-196;CORRECTO
OPE003;26/04/2024 13:33;26/04/2024 15:16;USER001;COMPRA01;6;29;CORRECTO
OPE003;26/04/2024 13:51;26/04/2024 15:28;USER001;COMPRA02;7;173;ERROR
OPE003;26/04/2024 13:08;26/04/2024 15:50;USER002;COMPRA01;8;118;ERROR
OPE003;26/04/2024 13:05;26/04/2024 15:40;USER001;COMPRA02;9;-237;CORRECTO
OPE003;26/04/2024 13:57;26/04/2024 15:12;USER003;COMPRA01;10;107;ERROR
