OPE002;03/02/2024 13:22;03/02/2024 15:52;USER003;COMPRA02;1;-218;CORRECTO
OPE002;03/02/2024 13:11;03/02/2024 15:57;USER001;COMPRA01;2;96;FINALIZADO
OPE002;03/02/2024 13:52;03/02/2024 15:28;USER003;COMPRA02;3;109;ERROR
OPE002;03/02/2024 13:27;03/02/2024 15:29;USER001;COMPRA01;4;-143;CORRECTO
OPE002;03/02/2024 13:16;03/02/2024 15:51;USER003;COMPRA02;5;78;FINALIZADO
OPE002;03/02/2024 13:04;03/02/2024 15:42;USER001;COMPRA01;6;242;CORRECTO
OPE002;03/02/2024 13:50;03/02/2024 15:59;USER001;COMPRA02;7;-94;FINALIZADO
OPE002;03/02/2024 13:49;03/02/2024 15:15;USER002;COMPRA01;8;-222;ERROR
OPE002;03/02/2024 13:51;03/02/2024 15:47;USER002;COMPRA02;9;-235;CORRECTO
OPE002;03/02/2024 13:27;03/02/2024 15:31;USER001;COMPRA01;10;39;FINALIZADO
