OPE004;11/10/2024 13:22;11/10/2024 15:15;USER003;COMPRA02;1;-41;FINALIZADO
OPE004;11/10/2024 13:22;11/10/2024 15:00;USER003;COMPRA01;2;-218;FINALIZADO
OPE004;11/10/2024 13:49;11/10/2024 15:01;USER002;COMPRA02;3;195;FINALIZADO
OPE004;11/10/2024 13:04;11/10/2024 15:38;USER001;COMPRA01;4;-110;CORRECTO
OPE004;11/10/2024 13:59;11/10/2024 15:32;USER001;COMPRA02;5;92;FINALIZADO
OPE004;11/10/2024 13:44;11/10/2024 15:27;USER003;COMPRA01;6;112;CORRECTO
OPE004;11/10/2024 13:32;11/10/2024 15:11;USER002;COMPRA02;7;-184;CORRECTO
OPE004;11/10/2024 13:19;11/10/2024 15:30;USER003;COMPRA01;8;27;CORRECTO
OPE004;11/10/2024 13:39;11/10/2024 15:09;USER002;COMPRA02;9;45;FINALIZADO
OPE004;11/10/2024 13:44;11/10/2024 15:26;USER003;COMPRA01;10;160;CORRECTO
