OPE001;18/10/2024 13:57;18/10/2024 15:09;USER001;COMPRA02;1;106;CORRECTO
OPE001;18/10/2024 13:08;18/10/2024 15:05;USER001;COMPRA01;2;111;CORRECTO
OPE001;18/10/2024 13:26;18/10/2024 15:39;USER003;COMPRA02;3;70;FINALIZADO
OPE001;18/10/2024 13:46;18/10/2024 15:20;USER001;COMPRA01;4;-25;CORRECTO
OPE001;18/10/2024 13:41;18/10/2024 15:00;USER003;COMPRA02;5;190;FINALIZADO
OPE001;18/10/2024 13:44;18/10/2024 15:44;USER001;COMPRA01;6;-123;ERROR
OPE001;18/10/2024 13:17;18/10/2024 15:15;USER003;COMPRA02;7;-38;FINALIZADO
OPE001;18/10/2024 13:32;18/10/2024 15:15;USER003;COMPRA01;8;-139;FINALIZADO
OPE001;18/10/2024 13:50;18/10/2024 15:51;USER001;COMPRA02;9;77;CORRECTO
OPE001;18/10/2024 13:02;18/10/2024 15:15;USER001;COMPRA01;10;-28;ERROR
