OPE002;02/10/2024 13:23;02/10/2024 15:02;USER002;COMPRA02;1;190;FINALIZADO
OPE002;02/10/2024 13:41;02/10/2024 15:58;USER002;COMPRA01;2;-246;CORRECTO
OPE002;02/10/2024 13:31;02/10/2024 15:13;USER003;COMPRA02;3;-165;FINALIZADO
OPE002;02/10/2024 13:02;02/10/2024 15:23;USER001;COMPRA01;4;-90;CORRECTO
OPE002;02/10/2024 13:08;02/10/2024 15:27;USER003;COMPRA02;5;197;CORRECTO
OPE002;02/10/2024 13:49;02/10/2024 15:13;USER001;COMPRA01;6;93;CORRECTO
OPE002;02/10/2024 13:18;02/10/2024 15:47;USER002;COMPRA02;7;229;ERROR
OPE002;02/10/2024 13:38;02/10/2024 15:25;USER003;COMPRA01;8;-136;FINALIZADO
OPE002;02/10/2024 13:06;02/10/2024 15:37;USER003;COMPRA02;9;-240;FINALIZADO
OPE002;02/10/2024 13:56;02/10/2024 15:20;USER002;COMPRA01;10;134;CORRECTO
