OPE003;02/11/2024 13:37;02/11/2024 15:59;USER001;COMPRA02;1;245;ERROR
OPE003;02/11/2024 13:40;02/11/2024 15:48;USER003;COMPRA01;2;107;FINALIZADO
OPE003;02/11/2024 13:45;02/11/2024 15:28;USER003;COMPRA02;3;-62;CORRECTO
OPE003;02/11/2024 13:25;02/11/2024 15:03;USER002;COMPRA01;4;-244;CORRECTO
OPE003;02/11/2024 13:33;02/11/2024 15:52;USER001;COMPRA02;5;225;FINALIZADO
OPE003;02/11/2024 13:35;02/11/2024 15:57;USER002;COMPRA01;6;-99;CORRECTO
OPE003;02/11/2024 13:27;02/11/2024 15:18;USER002;COMPRA02;7;-135;ERROR
OPE003;02/11/2024 13:58;02/11/2024 15:32;USER003;COMPRA01;8;-28;CORRECTO
OPE003;02/11/2024 13:20;02/11/2024 15:41;USER002;COMPRA02;9;135;ERROR
OPE003;02/11/2024 13:51;02/11/2024 15:57;USER002;COMPRA01;10;-137;FINALIZADO
